No,filename,data_split,Links,main_label,sub_label,Healthy Lifestyle and Weight Loss,Weight Lifting,Running,Yoga,Haircare,Makeup,Skincare,Outfit,Accommodation,Adventure,Culture,Food and drink,duration,frame_count,height,width,fps
17,Sport_17.mp4,validation,https://www.tiktok.com/@winsoul8/video/7223919899708574981?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,20.66666667,620,1024,576,30
18,Sport_18.mp4,train,https://www.tiktok.com/@winsoul8/video/7235435200858082566?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,23.5,705,786,576,30
19,Sport_19.mp4,test,https://www.tiktok.com/@yak_fitness/video/7226694117626039558?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,44.73333333,1342,1024,576,30
19,Sport_19.mp4,validation,https://www.tiktok.com/@yak_fitness/video/7226694117626039558?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,44.73333333,1342,1024,576,30
20,Sport_20.mp4,train,https://www.tiktok.com/@yoswole_/video/7301234702072040710?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,17.5,525,1024,576,30
21,Sport_21.mp4,test,https://www.tiktok.com/@zack.mintawin/video/7257545386733161734,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,59.3,1779,1024,576,30
21,Sport_21.mp4,validation,https://www.tiktok.com/@zack.mintawin/video/7257545386733161734,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,59.3,1779,1024,576,30
22,Sport_22.mp4,train,https://www.tiktok.com/@zack.mintawin/video/7262264163571928325,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,61.26666667,1838,1024,576,30
23,Sport_23.mp4,train,https://www.tiktok.com/@yoga.waadkian/video/7286457035556687110,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,137.4333333,4123,1024,576,30
24,Sport_24.mp4,test,https://www.tiktok.com/@yoga.waadkian/video/7287495231887510789,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,10.23333333,307,1024,576,30
24,Sport_24.mp4,validation,https://www.tiktok.com/@yoga.waadkian/video/7287495231887510789,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,10.23333333,307,1024,576,30
25,Sport_25.mp4,train,https://www.tiktok.com/@yoga.waadkian/video/7287958373612457221,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,68.5,2055,1024,576,30
26,Sport_26.mp4,test,https://www.tiktok.com/@yoga.waadkian/video/7288644265180155142?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,42.13333333,1264,1024,576,30
26,Sport_26.mp4,validation,https://www.tiktok.com/@yoga.waadkian/video/7288644265180155142?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,42.13333333,1264,1024,576,30
27,Sport_27.mp4,train,https://www.tiktok.com/@yoga.waadkian/video/7288644265180155142?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0&t=1703593496885,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,42.13333333,1264,1024,576,30
28,Sport_28.mp4,test,https://www.tiktok.com/@yoga.waadkian/video/7300436249414864133?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0&t=1703593496885,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,240.5666667,7217,1024,576,30
28,Sport_28.mp4,validation,https://www.tiktok.com/@yoga.waadkian/video/7300436249414864133?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0&t=1703593496885,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,240.5666667,7217,1024,576,30
29,Sport_29.mp4,train,https://www.tiktok.com/@yoga.waadkian/video/7310172018429775111?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,441.5333333,13246,1024,576,30
16,Sport_16.mp4,test,https://www.tiktok.com/@wadwai.t/video/7222980917239844122?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,37.36666667,1121,1246,576,30
16,Sport_16.mp4,validation,https://www.tiktok.com/@wadwai.t/video/7222980917239844122?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,37.36666667,1121,1246,576,30
25,Travel_25.mp4,train,https://www.tiktok.com/@guliketravel/video/7314254946071792902,Travel,Accommodation,0,0,0,0,0,0,0,0,1,0,0,0,174.3333333,5230,1024,576,30
26,Travel_26.mp4,validation,https://www.tiktok.com/@gungangjakpigud/video/7308258647677717766,Travel,Accommodation,0,0,0,0,0,0,0,0,1,0,0,0,118.8,3564,1024,576,30
27,Travel_27.mp4,train,https://www.tiktok.com/@ihomesickalienn/video/7123193079162506523?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Accommodation,0,0,0,0,0,0,0,0,1,0,0,0,174.2,5226,1024,576,30
28,Travel_28.mp4,train,https://www.tiktok.com/@jomjoysstory/video/7307594709956824325,Travel,Accommodation,0,0,0,0,0,0,0,0,1,0,0,0,25.1,753,1024,576,30
29,Travel_29.mp4,train,https://www.tiktok.com/@miew_nuttida/video/7287200557943524613?q=%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702564801551,Travel,Accommodation,0,0,0,0,0,0,0,0,1,0,0,0,79.76666667,2393,1024,576,30
30,Travel_30.mp4,train,https://www.tiktok.com/@nurseperdmap/video/7312684367283850501,Travel,Accommodation,0,0,0,0,0,0,0,0,1,0,0,0,91.96666667,2759,1024,576,30
31,Travel_31.mp4,train,https://www.tiktok.com/@onthewayjourney/video/7182495970842758427?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Accommodation,0,0,0,0,0,0,0,0,1,0,0,0,18.1,543,1024,576,30
32,Travel_32.mp4,train,https://www.tiktok.com/@pitch_limprapat/video/7225251589957700870?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Accommodation,0,0,0,0,0,0,0,0,1,0,0,0,101.1333333,3034,1024,576,30
33,Travel_33.mp4,train,https://www.tiktok.com/@pkkcampout/video/7249039172554591494?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Accommodation,0,0,0,0,0,0,0,0,1,0,0,0,16.16666667,485,1024,576,30
34,Travel_34.mp4,train,https://www.tiktok.com/@previewii/video/7168835732562398491?q=%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702564801551,Travel,Accommodation,0,0,0,0,0,0,0,0,1,0,0,0,94,2820,1024,576,30
36,Travel_36.mp4,train,https://www.tiktok.com/@sneakoutclub/video/7199973487002406171?q=%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702564801551,Travel,Accommodation,0,0,0,0,0,0,0,0,1,0,0,0,88.2,2646,1024,576,30
37,Travel_37.mp4,train,https://www.tiktok.com/@chanan.travel/video/7242928632191044869?q=%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702564801551,Travel,"Accommodation, Adventure",0,0,0,0,0,0,0,0,1,1,0,0,51.4,1542,1024,576,30
38,Travel_38.mp4,train,https://www.tiktok.com/@fahhkw/video/7280484539359595781?q=%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702564801551,Travel,"Accommodation, Adventure",0,0,0,0,0,0,0,0,1,1,0,0,28.16666667,845,1024,576,30
39,Travel_39.mp4,train,https://www.tiktok.com/@gungangjakpigud/video/7289752856134012165?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,"Accommodation, Adventure",0,0,0,0,0,0,0,0,1,1,0,0,115.4666667,3464,1024,576,30
40,Travel_40.mp4,train,https://www.tiktok.com/@laksanapornfern/video/7231597232825421062?q=%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702564801551,Travel,"Accommodation, Adventure",0,0,0,0,0,0,0,0,1,1,0,0,39.6,1188,1024,576,30
41,Travel_41.mp4,train,https://www.tiktok.com/@miew_nuttida/video/7307955918078053638,Travel,"Accommodation, Adventure",0,0,0,0,0,0,0,0,1,1,0,0,85.26666667,2558,1024,576,30
42,Travel_42.mp4,train,https://www.tiktok.com/@neelynna.review/video/7296807455256743174?q=%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702564801551,Travel,"Accommodation, Adventure",0,0,0,0,0,0,0,0,1,1,0,0,34.9,1047,1024,576,30
43,Travel_43.mp4,train,https://www.tiktok.com/@peemwong/video/7309898383672478981,Travel,"Accommodation, Adventure",0,0,0,0,0,0,0,0,1,1,0,0,70.33333333,2110,1024,576,30
44,Travel_44.mp4,train,https://www.tiktok.com/@previewii/video/7315043045857250565,Travel,"Accommodation, Adventure",0,0,0,0,0,0,0,0,1,1,0,0,102.7333333,3082,1024,576,30
45,Travel_45.mp4,train,https://www.tiktok.com/@bagelsnobeagle/video/7218207259426426138?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,"Accommodation, Food and drink",0,0,0,0,0,0,0,0,1,0,0,1,15.5,465,1024,576,30
46,Travel_46.mp4,train,https://www.tiktok.com/@previewii/video/7310218051989802245,Travel,"Accommodation, Food and drink",0,0,0,0,0,0,0,0,1,0,0,1,88.63333333,2659,1024,576,30
49,Travel_49.mp4,test,https://www.tiktok.com/@bangmanao.chan/video/7316405497958059270,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,36.73333333,1102,1024,576,30
49,Travel_49.mp4,validation,https://www.tiktok.com/@bangmanao.chan/video/7316405497958059270,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,36.73333333,1102,1024,576,30
50,Travel_50.mp4,train,https://www.tiktok.com/@bellephat/video/7307597582627261702?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,108.9666667,3269,1024,576,30
51,Travel_51.mp4,test,https://www.tiktok.com/@bemolibeam/video/7185522023739739419?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,54.23333333,1627,1024,576,30
51,Travel_51.mp4,validation,https://www.tiktok.com/@bemolibeam/video/7185522023739739419?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,54.23333333,1627,1024,576,30
52,Travel_52.mp4,train,https://www.tiktok.com/@bestiewanderer/video/7194012306261445914?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,205.3,6159,1024,576,30
53,Travel_53.mp4,test,https://www.tiktok.com/@bestiewanderer/video/7313104553384217861,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,26.4,792,1024,576,30
53,Travel_53.mp4,validation,https://www.tiktok.com/@bestiewanderer/video/7313104553384217861,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,26.4,792,1024,576,30
54,Travel_54.mp4,train,https://www.tiktok.com/@bestiewanderer/video/7313589682565090566,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,57.6,1728,1024,576,30
55,Travel_55.mp4,test,https://www.tiktok.com/@bestiewanderer/video/7313921746799742214,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,52.9,1587,1024,576,30
55,Travel_55.mp4,validation,https://www.tiktok.com/@bestiewanderer/video/7313921746799742214,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,52.9,1587,1024,576,30
56,Travel_56.mp4,train,https://www.tiktok.com/@bestiewanderer/video/7314623396451536134,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,26.5,795,1024,576,30
57,Travel_57.mp4,validation,https://www.tiktok.com/@bestiewanderer/video/7316437365868727558,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,59.66666667,1790,1024,576,30
58,Travel_58.mp4,train,https://www.tiktok.com/@cha_pa_pai/video/7126853905350200603?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,17.8,534,1024,576,30
59,Travel_59.mp4,train,https://www.tiktok.com/@chatcha_ck/video/7286056104835026181?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,19.16666667,575,1024,576,30
60,Travel_60.mp4,train,https://www.tiktok.com/@cheepigud/video/7256765013292027142?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,19.3,579,1024,576,30
61,Travel_61.mp4,train,https://www.tiktok.com/@condo12/video/7187635596448238874?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,18.43333333,553,1024,576,30
62,Travel_62.mp4,train,https://www.tiktok.com/@cookiepavisa/video/7314323482957843717,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,128.0333333,3841,1024,576,30
63,Travel_63.mp4,train,https://www.tiktok.com/@dealer_gifzy/video/7310931752355204353,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,174.2666667,5228,1024,576,30
64,Travel_64.mp4,train,https://www.tiktok.com/@deklianggai/video/7272697923224292613?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,56.56666667,1697,1024,576,30
65,Travel_65.mp4,train,https://www.tiktok.com/@farmtavan/video/7312094383430520069?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,57.4,1722,1024,576,30
66,Travel_66.mp4,train,https://www.tiktok.com/@gungangjakpigud/video/7309114655991958789,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,65.2,1956,576,1024,30
67,Travel_67.mp4,train,https://www.tiktok.com/@hisoping/video/7306442079557733637?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,84.6,2538,1024,576,30
68,Travel_68.mp4,train,https://www.tiktok.com/@ihate.game/video/7231053683054644486?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,37,1110,1024,576,30
69,Travel_69.mp4,train,https://www.tiktok.com/@itistae93/video/7307880372547702021,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,243.4,7302,1024,576,30
70,Travel_70.mp4,train,https://www.tiktok.com/@jan_isyy/video/7229194340617309446?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,52.56666667,1577,1024,576,30
71,Travel_71.mp4,train,https://www.tiktok.com/@janlotalks/video/7157222070525414683?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,210.3,6309,1024,576,30
72,Travel_72.mp4,train,https://www.tiktok.com/@khonkaenjudtem/video/7308997625120869637,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,83.46666667,2504,1024,576,30
73,Travel_73.mp4,train,https://www.tiktok.com/@klaopaitaew/video/7222078899981765914?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,21.66666667,650,1024,576,30
74,Travel_74.mp4,train,https://www.tiktok.com/@ks_9889/video/7286716862065298694?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,74.5,2235,768,576,30
75,Travel_75.mp4,train,https://www.tiktok.com/@ks_9889/video/7287044113059368197?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,35.66666667,1070,768,576,30
76,Travel_76.mp4,train,https://www.tiktok.com/@lazycoup/video/7242192894944201989?q=%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702564801551,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,51.03333333,1531,1024,576,30
77,Travel_77.mp4,train,https://www.tiktok.com/@loi_story/video/7222860371042798874?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,79.3,2379,1024,576,30
78,Travel_78.mp4,train,https://www.tiktok.com/@loi_story/video/7313918107637042437,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,89.9,2697,1024,576,30
79,Travel_79.mp4,train,https://www.tiktok.com/@mayiiy/video/7297931158296300805?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,13.13333333,394,1280,720,30
80,Travel_80.mp4,train,https://www.tiktok.com/@mdp.mundeepa/video/7309651762829462790,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,61.93333333,1858,1024,576,30
81,Travel_81.mp4,train,https://www.tiktok.com/@mdp.mundeepa/video/7310652670996434181,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,72.33333333,2170,1024,576,30
82,Travel_82.mp4,train,https://www.tiktok.com/@miramarvelfamily/video/7307208738618887430,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,68.9,2067,1024,576,30
83,Travel_83.mp4,train,https://www.tiktok.com/@mmameaww/video/7221473964898471194?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,34.96666667,1049,1024,576,30
84,Travel_84.mp4,train,https://www.tiktok.com/@mylifemytravel/video/7286849968252472581?q=%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702564801551,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,28.4,852,1024,576,30
85,Travel_85.mp4,train,https://www.tiktok.com/@my_mildd/video/7237473134973127941?q=%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702564801551,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,32.96666667,989,1024,576,30
86,Travel_86.mp4,train,https://www.tiktok.com/@nampathh/video/7257921027462794501?q=%E0%B8%A3%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702564801551,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,21.8,654,1024,576,30
87,Travel_87.mp4,train,https://www.tiktok.com/@naynae_21/video/7306030176620612869,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,18.1,543,864,576,30
88,Travel_88.mp4,train,https://www.tiktok.com/@ngkaow/video/7312817770679373061,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,108.2,3246,1024,576,30
89,Travel_89.mp4,train,https://www.tiktok.com/@nhunat/video/7313959862021672197,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,46.06666667,1382,1024,576,30
90,Travel_90.mp4,train,https://www.tiktok.com/@nice.naphatchw/video/7307602877801958661,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,59.66666667,1790,1024,576,30
91,Travel_91.mp4,train,https://www.tiktok.com/@nipaporn.1998/video/7302018182913559813?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,21.03333333,631,1024,576,30
92,Travel_92.mp4,train,https://www.tiktok.com/@nonna_channel/video/7295696559138671877?q=%E0%B8%97%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7&t=1702546745184,Travel,Adventure,0,0,0,0,0,0,0,0,0,1,0,0,55.43333333,1663,1024,576,30
